,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,map_URL,model name / number,price,propulsion type,region,title,url,year manufactured
54,,11/9/16 11:03,Don't ask me how much. Just make a reasonable  offer. They have to go. No storage for them. 1965 stamas 15' 50hp needs nothing. 1983 17' runs good needs some TLC. Lots of new parts I/b o/b. Volvo penta Trailer fits both. Titles for all three.,,5868322448,15,,"https://maps.google.com/maps/preview/@40.853000,-75.171800,16z",,,power,,make an offer,https://poconos.craigslist.org/boa/5868322448.html,
55,like new,11/6/16 12:07,"ski/fish boat 88hp. evinrude, new starter, water pump,  thermostats, new seats,  some reupolstered, brand new 55lb. thrust remote control trolling motor paid 750.00. carbs just gone over also.",,5863939559,17,sunbird,"https://maps.google.com/maps/preview/@41.079000,-75.771500,16z",spl170,"$3,000 ",power, (Bear creek),ski/fish boat,https://poconos.craigslist.org/boa/5863939559.html,1988
56,fair,11/6/16 10:20,"14' Sears Gamefisher Fiberglass Fishing boat.  Trihull.  5' Beam, 2 foot deep, 2 baitwells, nice layout.  Sits on a Single axle Bandit galvanized trailer.  Tires hold air, but showing some rot.  No title for boar or trailer.  Transom capable of mounting small outboard motor.  Do not have motor. Fair condition, age unknown.  Asking 400.00 or best offer. If interested, Please Text Mark at show contact info Cash in person only, no exceptions.",,5841600387,14,Sears,,Gamefisher,$400 ,power, (Brodheadsville),14 Foot Fiberglass Trihull Gamefisher Fishing Boat and Trailer,https://poconos.craigslist.org/boa/5841600387.html,
57,good,11/6/16 9:10,"Fiberglass body ,200 hp V8 5.0 GM engine with TBI fuel injection.....very clean engine !",203,5863700553,22,SeaPro Citition,,220 Royal,"$5,999 ",power, (Lake Wallenpaupack),Power Boat 22' with cabin 3 sleep and table,https://poconos.craigslist.org/boa/5863700553.html,1995
58,good,11/5/16 21:39,1997 YAMAHA WAVEVENTURE 1100.ADULT OWNED SINCE NEW.THIS IS A 3 PASSENGER WAVERUNNER.3 CYLINDER ENGINE.WAVERUNNER HAS APPROX 75 HRS ON IT.FRESH WATER USE.RECENT LIGHTHOUSE MARINE ENTIRE GO OVER AND OK.I HAVE OWNED THIS WAVERUNNER FOR 18 YEARS BUT GETTING TOO OLD FOR IT.HAS A RECONSTRUCTED TITLE DUE TO REPAIRED SCRAPES ON BOTTOM.NO MAJOR DAMAGE BUT INSURANCE DID IT THIS WAY.HAS REVERSE AND DIGITAL DASH.TRAILER IS VERY CLEAN WITH RECENT TIRES AND HUBS.ASKING $2200 NEG.I LIVE IN NEW YORK BUT THIS IS AT MY PA HOUSE.THIS IS REGESTERED IN PA WITH A PA TITLE.TRAILER HAS NY REGISTRATION TRANSFERABLE.I WILL BE THERE LABOR DAY WEEKEND TO SHOW.THANKS FOR LOOKING AND HAVE A GOOD DAY.PLEASE CALL show contact info MIKE,75,5863321953,10,YAMAHA,"https://maps.google.com/maps/preview/@41.391955,-75.290817,16z",WAVEVENTURE 1100,"$2,200 ",power," (LAKEVILLE,PA)",1997 YAMAHA WAVEVENTURE 1100,https://poconos.craigslist.org/boa/5863321953.html,1997
59,,11/5/16 17:54,"Rowed hard and put away wet, but plenty of good time floats left in her. She has some dents, but no leaks. Includes two paddles and tubular frame for center seat (no seat). Call show contact info",,5863076230,17,Coleman,"https://maps.google.com/maps/preview/@40.987700,-75.248500,16z",,$125 ,human,,17 foot Coleman Canoe,https://poconos.craigslist.org/boa/5863076230.html,
60,good,11/5/16 8:25,looking to sell my gtx was replacing the motor ran out of time and money motor has a brand new crank whats left to do is the pistons and gaskets and bore the heads,,5819600450,10,seadoo,,gtx 800,$900 ,power, (dingmans ferry),96 seadoo gtx needs motor,https://poconos.craigslist.org/boa/5819600450.html,1996
61,new,11/4/16 11:35,"New 14.1 ft 10 Person White Water River Inflatable Boat Raft This is not your Walmart raft. Raft is made with a very thick 1.2mm PVC, 5"" thick I-Beam system and a inflatable floor . Used only one time. Includes foot pump and two paddles. Boat is in perfect shape. Has huge main tubes 20"" in diameter, diminishing to 14"" at the bow and stern, with a minimal number of seams. It has a self-bailing system that is great for white water or lakes. Fit up to 10 people. $750.00 Firm Cash only",,5860858783,14,,,,$750 ,human,,New 14.1 ft White Water River Inflatable Boat Raft,https://poconos.craigslist.org/boa/5860858783.html,
62,excellent,11/4/16 10:16,"2010 Ranger bass boat 175 HP Yamaha HPDI. Minn Kota Maxxum 24V 80 lb. thrust Meds check -- no codes -- 59.4 hrs. Included with the boat is the following  ---  11 rods & reels / 9 bait casting 2 spinning. Large tackle soft pack numerous & various hard and soft baits,hard tackle box for spinner & buzz baits,fishing line, life jackets,throw cushion ,bumpers,etc. On board 3 bank charger,remote oil fill,keel protector,boarding ladder.Ranger travel cover & a storage cover.Plus various other items.",59,5860688813,19,Ranger,"https://maps.google.com/maps/preview/@40.191900,-75.665300,16z",188VX,"$25,000 ",power, (Pottstown  PA),Ranger Bass Boat,https://poconos.craigslist.org/boa/5860688813.html,2010
63,,11/4/16 9:27,Quality work on all makes and model machines .Specializing in jet skis & wave runners. No job is to big or to small.I can get new parts for good prices & have a large selection of used parts to get you back on the water with little wait times! **winterization special $60.Dont let you ski sit un prepared and leave you with costly repairs next season *Diagnostics & sea doo key programming *supercharger Rebuild *carburetor cleaning *simple tune up's *oil changes *top end rebuilds *complete engine rebuilds *jet pump rebuilds *New & used parts available for great prices,,5826379159,1,,"https://maps.google.com/maps/preview/@41.579200,-75.252800,16z",,$60 ,power, (hones dale),"jet ski ,wave runner service and repair.Winterization special",https://poconos.craigslist.org/boa/5826379159.html,
64,good,11/4/16 7:04,"Great cruiser,  forward V BERTH,  rear cabin with full QUEEN size bed, galley, ship to shore, GPS, am, fm, TAPE PLAYER ROUND SOUND, Much EQUIPTMENT,  Compass and  very expensive GPS  Fish & Depth finder, Microwave,  Surround Sound amfm cassette player, Deck Shower,  Enclosed Head,  included 4 WHEEL brake trailer, two spare wheels and tires mounted on trailer, More...  sacrifice price      $4,900, excellent condition,  32 knots. Shore power.      ALSO 20 Ft Chapperell Cuddy Cabin, ship to shore, gps depth finder , two wheel trailer, spare wheel & tire mounted on included trailer, many extra's, enclosed camper canvas just cost $1,300.... Sacrifice  $3,800.       ALSO 24ft Foot McGregor sailboat with many extra's. Enclosed Head, Galley with stove and fridge.  Is on  included trailer  $2,800. 7.5 Johnson electric start.. photo's of all 3 boats....ALSO 20 Foot Chapperell many extras,  Bayliner and Chapperrel have gps and ship to shore radio's.",,5840361780,24,24.5' Bayliner; 20'Chapparrel,,24' McGregor,"$4,900 ",power, (Swiftwater),24.4 Ft Bayliner double cabin enclosed head,https://poconos.craigslist.org/boa/5840361780.html,1987
65,good,11/3/16 22:48,1997 YAMAHA WAVEVENTURE 1100.ADULT OWNED SINCE NEW.THIS IS A 3 PASSENGER WAVERUNNER.3 CYLINDER ENGINE.WAVERUNNER HAS APPROX 75 HRS ON IT.FRESH WATER USE.RECENT LIGHTHOUSE MARINE ENTIRE GO OVER AND OK.I HAVE OWNED THIS WAVERUNNER FOR 18 YEARS BUT GETTING TOO OLD FOR IT.HAS A RECONSTRUCTED TITLE DUE TO REPAIRED SCRAPES ON BOTTOM.NO MAJOR DAMAGE BUT INSURANCE DID IT THIS WAY.HAS REVERSE AND DIGITAL DASH.TRAILER IS VERY CLEAN WITH RECENT TIRES AND HUBS.ASKING $2200 NEG.I LIVE IN NEW YORK BUT THIS IS AT MY PA HOUSE.THIS IS REGESTERED IN PA WITH A PA TITLE.TRAILER HAS NY REGISTRATION TRANSFERABLE.I WILL BE THERE LABOR DAY WEEKEND TO SHOW.THANKS FOR LOOKING AND HAVE A GOOD DAY.PLEASE CALL show contact info MIKE,75,5860302099,10,YAMAHA,"https://maps.google.com/maps/preview/@41.391955,-75.290817,16z",WAVEVENTURE 1100,"$2,200 ",power," (LAKEVILLE,PA)",1997 YAMAHA WAVEVENTURE 1100,https://poconos.craigslist.org/boa/5860302099.html,1997
66,,11/3/16 16:32,2016 Wolverine dual axel trailer 1999 Monark Seville Pontoon boat Bimini top CD player Depth & Fish finder 2 tables Porta potty Changing area Ladder Seats are in excellent shape no rips or tears Call or text show contact info,,5859831301,25,,,,"$9,000 ",power, (Harrisburg),Monark 25' Pontoon Boat & Trailer,https://poconos.craigslist.org/boa/5859831301.html,
67,good,11/3/16 15:52,2013 pontoon boat with upper deck and slide. 115 hp outboard motor with power tilt. 4 different props. bimini top for lower front deck. 2 batteries. we added a 3rd pontoon to allow for up to 15 AVERAGE size people. depthfinder windlass THE BOAT COMES WITH A 2013 TRAILER I DO NOT KNOW ACTUAL HOURS ON MOTOR . the boat was used almost every sunday for about 1 hour a day. or more. PICTURES ARE IN                           SOUTH JERSEY show contact info,40,5859764133,24,avalon,"https://maps.google.com/maps/preview/@39.803600,-75.005800,16z",grand islander,"$29,999 ",power, (clementon),pontoon boat,https://poconos.craigslist.org/boa/5859764133.html,
68,good,11/2/16 7:39,"length overall (LOA): 16 make / manufacturer: Alcort model name / number: Force 5 propulsion type: sail year manufactured: 1971 Force 5 sailboat. Have owned since 1978. Very good condition. Great first boat. Fast, forgiving, easily righted if capsized. Outhaul traveler on boom needs replacing. I rigged it temporarily so she can still be sailed without issue. All aluminum spars otherwise in great shape. No dents. Center wooden transom custom remade and installed two years ago. Sail tired but clean and still usable. Has some minor repairs. New ones aren't expensive. Maybe $150?. Boat has extendable tiller extension. Also a 4:1 ratio boom vang. All ropes and pulleys in great shape. 2 adult life vests and one child size life vest also included in sale. Trailer completely reconditioned.. painted black, new tires and wheels, new LED tail lights plus multiple LED marker lights. Have clear title. 1 7/8 ball hitch. 4 prong flat electrical lights connector. Trailer alone worth $450-$500. Will include one afternoon of setup, sailing on Lake Nochamixon, take down and putting back on trailer for additional $50. Boat is registered through 2016 season. Sooo... boat and trailer for $750 Lessons for $50 if you want. Package = $800 6 1, zero, 3 4 nine, 5 1 zero nine for a conversation. If texting, use word Genesis (name on boat) in your text somewhere so I know you're not spamming me.",,5811790202,16,Alcort,"https://maps.google.com/maps/preview/@40.561126,-75.492741,16z",Force 5,$750 ,sail, (Allentown),Alcort Force 5 sailboat,https://poconos.craigslist.org/boa/5811790202.html,1971
69,,11/1/16 19:52,Boat currently has no trailer and has been sitting for a while and will need carbs cleaned. Brand new power head with less than 5 hours.,,5821426920,21,,,,"$2,500 ",power, (Lake wallenpaupack),87 chris craft sea hawk 175 mercury,https://poconos.craigslist.org/bod/5821426920.html,
70,good,10/31/16 14:37,"1987 20' Sun Tracker Bass Buggy Pontoon with trailer and 75HP motor. Runs well.  Newer floor and carpeting. Has 4 rotating fishing seats and 2 bench seats with storage compartments.  Includes fish finder, radio, anchor, battery, gas tank, engine manual, ladder, and trolling motor. Great starter boat! Price REDUCED!",,5854941056,20,Sun tracker,"https://maps.google.com/maps/preview/@40.896500,-75.367000,16z",Bass Buggy,"$2,700 ",power," (Effort, Pa)",$2700 20' Pontoon boat w/trailer,https://poconos.craigslist.org/boa/5854941056.html,1987
71,good,10/31/16 13:55,"Clean fresh water trade, 4.3 V6 Mercruiser, bimini top, cockpit and bow covers, runs great, plenty of power for water sports or just cruising around the lake, no trailer, complete service and storage records available since boat was sold new.",,5854862513,19,Crownline,"https://maps.google.com/maps/preview/@41.420203,-75.202274,16z",192 BR,"$9,995 ",power," (Tafton, PA)",2002 Crownline 192BR,https://poconos.craigslist.org/bod/5854862513.html,2002
72,excellent,10/31/16 13:51,"2005 Cobia WA This is a beautiful boat. This boat is valued at over $34,000. I am purchasing a new boat and am offering this at a very low end of season price. It sits on a 2012 Load Rite, roller trailer with electric winch. I just installed two new batteries and it runs beautiful. The boat has seen very little use and has under 110 hours on its original Yamaha 250 4 stroke engine. I'm very motivated as I am eager to purchase my next one. This boat is fully equipped with too many options to list. Serious cash buyers will get the boat of your dreams.",109,5854855481,27,Cobia,,270WA,"$26,500 ",power,,2005 Cobia 270 WA,https://poconos.craigslist.org/boa/5854855481.html,2005
73,good,10/31/16 6:35,"14 FT V bottom fishing boat with 8 HP Mariner out board, Stealth 50 Electric trolling motor, Electronic fish finder, set of Oars and life jackets. Ready for fishing. Down sizing need to sell. $1100.00",,5854246949,14,,"https://maps.google.com/maps/preview/@40.896500,-75.367000,16z",,"$1,100 ",power,,"14 ft fishing boat, motor and trailer",https://poconos.craigslist.org/boa/5854246949.html,
74,good,10/30/16 14:40,i have 2 boats for sale ..i dont know much about them ..they belong to my inlaws and recently they moved to arizona and are unable to locate the paperwork for them ..im asking 350$obo for each boat with trailer...one is a sail boat the other is a motor boat but no motor ..moving soon they have to go,,5853483706,10,,"https://maps.google.com/maps/preview/@41.183600,-75.391800,16z",,$200 ,sail, (tobyhanna),2 boats with trailers,https://poconos.craigslist.org/boa/5853483706.html,
75,good,10/29/16 10:03,Large aluminum 14 ft rowboat with Sprint EZ-Load trailer. It has a mount on the back where you could attach a small motor. You would have to get paddles since they aren't here. Can throw in a life jacket or two and a cooler and thermos. Please call show contact info (for fastest response) to see the boat and trailer. Serious inquiries only. No texts please.,,5806860815,14,EZ Load,,galvanized,$725 ,human, (Bartonsville/Tannersville/Stroudsburg),EZ-Load trailer galvanized with 14 ft rowboat,https://poconos.craigslist.org/boa/5806860815.html,
76,new,10/29/16 9:04,"Brand new Lund with 20 HP four stroke Mercury outboard with matching trailer, livewell, running lights, bilge pump, financing available, full manufacturers warranties apply, get on the water today!",,5851647318,14,,"https://maps.google.com/maps/preview/@41.421362,-75.199699,16z",,"$9,200 ",power," (Tafton, PA)",2016 Lund 1400 Fury with 20HP 4 Stroke Mercury,https://poconos.craigslist.org/bod/5851647318.html,
77,excellent,10/28/16 19:36,"Bayliner 2252 classic 6cyl, mercy new out drive ,interior , seats Bimini top. Teak swim platform. Fiberglass floors    Excellent boat for the lake.  Trailer included or buy boat for 4000",,5846143342,23,Bayliner,"https://maps.google.com/maps/preview/@41.233800,-75.257300,16z",Clasic 2253,"$6,000 ",power, (Wallenpaupack),Bayliner 2252 Clasic,https://poconos.craigslist.org/boa/5846143342.html,1994
78,like new,10/28/16 17:24,"ORIGINAL LIST PRICE INCLUDING ACCESSORIES IS OVER $18,900.00 VALUE ***** PRICED TO SELL @ $13,999.00 OR BEST REASONABLE OFFER ***** Like Brand New - White with Bright Red & Gold Accent Decals  *** Fresh Water Use Only *** Low Hours on Lake Wallenpaupack / Slip at Ironwood Recreational Area - Greentown, PA Half Slip has (2) Hugger Bumper Pads combined with Mooring Whips (Could be Included in deal) 2014 COM-PAC (HUTCHINS) 17 LEGACY Specifications DIMENSIONS & WEIGHT * LOA:  16' 6"" * LWL:  14'3"" * Cockpit Length: 6'6"" * Mast Height Above Water:  22' * Beam: 6'* * Draft (board up):  16"" * Draft (board down): 3'6"" * Displacement:  1000 lbs * Ballast:  400 lbs * SAIL, RIGGING & HULL * Sail Area: 130 square feet * Rig Type: Fractional Sloop Rig * Steering Type: Tiller * Keel Config: Swing Ctr Board * SYSTEMS & AMENITIES * Berths:  Sleeps (2) in a cozy cabin * Head:  PortaPotty * TRAILERING * Trailer Type:  Galvanized * Length on Trailer:  20' * Height on Trailer:  6' * HULL & DECK * Stainless steel bow sprit with anchor roller * Anchor rode deck pipe * Rode locker in bow * Stainless bow rail * * Stainless stern arch * Stainless motor bracket * Stainless retractable centerboard * Three stainless mooring cleats * * Kick up rudder * Laminated teak and ash tiller * COCKPIT * Self-bailing cockpit is 6'6"" long * CABIN * Berths for two * Porta potti / Storage * Forward opening deck hatch * Forward circular fixed port window * * Port and starboard fixed port windows * Sliding companionway hatch w/hatchboards * SPARS, SAILS & RIGGING * Main and Jib (lapper) * BoomTendr (tm)* Quick Rig Sailing System * OPTIONS * Boarding Ladder:  Stainless steel, hinged * Vinyl Berth Cushions:  3 piece, neutral color * Filler Cushion & Board for Berths: Spans gap between port & starboard berths * Sail & Tiller covers:  Bright Red * Cockpit Backrest Lines: Padded and Covered with Canvas in Bright Red * Hatch screen:  10"" by 10"" for forward hatch * Electrical Package:  Includes navigation and cabin lights, switch panel. * 12 Volt Battery:  Small AGM. 34 amp hour (wheelchair battery) * Portable Marine Head (Never Used) ADDITIONAL BOAT ACCESSORIES * Graphics ""WIND DANCER"" * Bimini Top: Alum Frame Sunbrella Fabric Bright Red * Installation of (2) Mid-ship Cleats * Windex * Seoladair Boom Kicker * Boom Vang * Anchor Chain, Rope & Stainless Steel Anchor Swivel * Galvanized Delta Anchor * Fire Extinguisher OUTBOARD MOTOR & ACCESSORIES * Honda(Model BF5A) 5 hp four stroke, 20"" long shaft (Under 8 hours use) * Outboard Storage Dolly TRAILER ACCESSORIES * Galvanized Trailer:  Single axle, no brakes * Spare Tire:  Mounted on Trailer * Spare Tire Bracket:  Fulton Bracket * PVC Trailer Guides * SeaSense Easy Jack (Trailer Jack) * Trailer Dolly with Ball Hitch",8,5850928657,17,Com-Pac Yachts - Hutchins Co.,https://maps.google.com/?q=loc%3A+%31%30%34+East+Lakeview+Road+Lackawaxen+PA+US,Legacy 17,"$13,999 ",sail," (Lackawaxen, PA)",*2014 Legacy 17 Sailboat - Com-Pac Yachts *,https://poconos.craigslist.org/boa/5850928657.html,2014
79,excellent,10/28/16 11:18,2013 24' pontoon boat with mere 150 4 stroke. this boat is in excellent condition with double bimini and individual seat covers and playpen cover. the layout features 2 giant chaise lounges. the triple tubes can handle white caps with no problem. the fish finder works great and top speed is about 32mph.,,5850291026,24,Southbay,"https://maps.google.com/maps/preview/@41.435005,-75.249653,16z",triple,"$35,000 ",power, (lakeville),Southbay Pontoon,https://poconos.craigslist.org/boa/5850291026.html,
80,excellent,10/27/16 16:43,"2013 Bayliner Element 16 ft with 2014 Karavan Galvanized Single Axle Swing-Tongue Trailer w/fiberglass fenders JUST REDUCED!!!! Equipped with Mercury 75 HP Outboard with SS prop,power trim & tilt still under warranty. Balance of 10 year Mfg. Hull warranty Am/FM/CD  with four speakers Depth Finder Bimini Top and Mooring cover. Swim Step w/fold down ladder Willing to trade for equal or somewhat more $$ Cabin cruiser 24 to 28 ft range. please send pictures. Please include interior pics and engine and trailer if included. Boat is now in the garage for winter storage",40,5807190789,16,Bayliner,"https://maps.google.com/maps/preview/@41.147200,-73.996200,16z",Element 160,"$12,990 ",power," (New City, NY)",2013 Bayliner Element 16 foot  75 HP Outboard with 2014 Karavantrailer,https://poconos.craigslist.org/boa/5807190789.html,2013
81,,10/26/16 19:27,"I am selling my 1996 Kawasaki 1100ZXI. In complete honestly I never have had any mechanical issues with this jet ski. It's amazing how reliable they made these jetskis back then! A real blast to drive - it isnt as big/heavy as new jet skis so it turns very well and jumps waves like a champ. Top speed on this ski is around 60mph. Being that it is a 20yr old jet ski there are some cosmetic flaws. There was slight damage to the front nose of the jetski which was fixed. This does not change the way it drives at all. Also, there is fading in the leather and graphics. The deal is $2200 including the trailer as well as free docking on my jet-ski ramp until the end of the season if you decide you would like to. If you already have a trailer i am willing to reduce the price to $2000. The specs of the jet-ski are below: Length: 9' Weight: 564lbs Power: 120HP Hull: Sheet Molded Compound Feel free to stop by and look at it and possibly take it for a test drive. MUST HAVE A PWC LICENSE TO DRIVE.",,5802280059,9,,"https://maps.google.com/maps/preview/@41.509600,-75.850800,16z",,"$2,200 ",power, (Lake Winola),1996 Kawasaki 1100ZXI BIG RED RACING,https://poconos.craigslist.org/boa/5802280059.html,
82,,10/26/16 13:55,"1982 Aquasport, 20ft., center console, 150 hp Evinrude, new bottom paint, new t-top, good compression, runs good, titles, trailer, show contact info or show contact info coventrymotorsmarine",,5847428036,20,,"https://maps.google.com/maps/preview/@40.190105,-75.663271,16z",,"$3,995 ",power," (pottstown, pa)",1982 AQUASPORT 20FT CENTER CONSOLE,https://poconos.craigslist.org/boa/5847428036.html,
83,new,10/25/16 14:33,"Powered by Yamaha 175 h.p. outboard.   Triple tube w/lifting strakes and performance sheeting.   Atomic Red package which includes Atomic Red rails, dash, and exterior skirting lights.  Complete Ebony seagrass flooring, high performance stereo/speakers , turbo swing ,table, changing room, hydraulic steering and 25 gal. fuel tank.  Call for further information.",,5845875581,23,Premier,"https://maps.google.com/maps/preview/@41.439500,-75.431300,16z",Solaris 230,,power,,2017 Premier Solaris 230,https://poconos.craigslist.org/bod/5845875581.html,2017
84,good,10/25/16 12:07,"Sailboat MacGregor 26"" 1990 with trailer, engine and all other goods Clean in good shape boat, all carpets, covers, cushion, sails etc. also included. For more information please text.",,5845558605,26,MacGregor,,26,"$5,500 ",sail, (East Stroudsburg),"Sailboat MacGregor 26"" 1990",https://poconos.craigslist.org/boa/5845558605.html,1990
85,,10/23/16 19:08,"Very clean fresh water wave runner, 3 seater, 60 hours. 180 hp and trailer included.",,5843016865,11,,"https://maps.google.com/maps/preview/@41.332100,-75.281900,16z",,"$7,999 ",power, (Lake wallenpaupack),2012 yamaha VXR 1.8 High Output Waverunner Jet Ski,https://poconos.craigslist.org/boa/5843016865.html,
86,,10/23/16 19:04,"Nice clean machine high output engine 180hp, 3 seater, 97 hours and includes trailer.",,5814997559,11,Yamaha,"https://maps.google.com/maps/preview/@41.332100,-75.281900,16z",Vxs cruiser ho,"$7,999 ",power, (Lake wallenpaupack),2011 Yamaha VXS Cruiser 1.8ho engine Waverunner,https://poconos.craigslist.org/boa/5814997559.html,
87,good,10/23/16 14:34,89 Celebrity 19.2ft. 350 newer motor merc cruiser out drive. twin batteries. garmin fish finder 160 blue. cuddy cabin. dock side power. new tires on the trailer. rewired new lights on trailer and trailer had brakes. if interested call stu at show contact info,,5803341542,19,Celebrity,,,"$6,000 ",power, (Kunkletown),89 Celebrity 19.2ft boat & tralier,https://poconos.craigslist.org/boa/5803341542.html,1989
88,salvage,10/23/16 13:40,"Boat, Trailer and Motor",,5842549028,16,Sidewinder,"https://maps.google.com/maps/preview/@40.921400,-75.097000,16z",,$500 ,power,,1969 16' Sidewinder,https://poconos.craigslist.org/boa/5842549028.html,
89,,10/23/16 12:44,Boat has a steering cable that is frozen. Entire boat needs a cleanup. Outboard runs and has a good SS prop,,5807481779,18,,"https://maps.google.com/maps/preview/@41.087900,-75.348300,16z",,"$1,200 ",power," (Blakeslee, PA)",Bass Boat with 75hp Mercury O/B and Trailer,https://poconos.craigslist.org/boa/5807481779.html,
90,,10/23/16 12:33,A very nice Jon boat with boat trailer.,,5807267332,12,,"https://maps.google.com/maps/preview/@41.087900,-75.348300,16z",,$850 ,human," (Swiftwater, PA)","12""Aluminum Jon Boat with trailer",https://poconos.craigslist.org/boa/5807267332.html,
91,good,10/23/16 10:35,91' Kawasaki X2. Title in hand. Alot of aftermarket parts... email for more information or pictures...,,5842282660,7,Kawasaki,https://maps.google.com/?q=loc%3A+%31%30%31+Michael+lane+Stroudsburg+PA+US,X2,"$1,500 ",power, (Stroudsburg),Kawasaki X2,https://poconos.craigslist.org/boa/5842282660.html,1991
92,good,10/22/16 17:34,Seadoo XP for sale runs good new seat cover not on yet will be before purchase.  Has oil mix right now but everything there to have oil injected just not hooked up.  Looking for best offer or possible a zero turn mower.  Have title in hand no trailer.  Have a trailer no title for extra $250 if wanted contact above Text best,,5841583237,11,Seadoo,,XP,"$1,200 ",power, (Effort Pa),92 Seadoo XP with Trim,https://poconos.craigslist.org/boa/5841583237.html,
93,good,10/22/16 17:33,"14' Jon boat for sale, title in hand.  Trailer comes with but does not have title.  Has center seat with live well built in and a plywood deck that goes on front.  Looking for cash or possible zero turn mower with bagger.  Text best thanks",,5841581953,14,,,,"$1,500 ",power, (Effort PA),14' Jon Boat 7.5 hp motor,https://poconos.craigslist.org/boa/5841581953.html,
94,excellent,10/22/16 16:29,In excellent condition this canoe will last a lifetime.  No leaks or patches bottom rib is not bent or dented. Boat comes as is and can hold a 5hp motor if needed I do have a title for the canoe but no trailer. Willing to trade for a  Old Town Vapor Angler 12 Kayak.  Text only if interested this is a 15' canoe. Thanks Dan,,5841481379,15,Grumman,,,$500 ,human, (Effort),15' Grumman Aluminum Canoe,https://poconos.craigslist.org/boa/5841481379.html,
95,excellent,10/22/16 16:28,In excellent condition this canoe will last a lifetime.  No leaks or patches bottom rib is not bent or dented. Boat comes as is and can hold a 5hp motor if needed I do have a title for the canoe but no trailer. Willing to trade for a  Old Town Vapor Angler 12 Kayak.  Text only if interested this is a 15' canoe. Thanks Dan,,5841480757,15,Grumman,,,$500 ,human, (Effort),15' Grumman Aluminum Canoe,https://poconos.craigslist.org/boa/5841480757.html,
96,good,10/22/16 16:25,"17'6"" 2005 Crestliner 60/40 jet (2-stroke) Hummingbird 767 fish finder/gps/chart plotter Heavy duty loadrite trailer with full sized spare Live well, Bimini, built in 12 gallon fuel tank, 6 rod holders for storage, 2 quick draw holders for trolling. 12v outlet, cup holder, ram mounts, Edson stearing knob, bow storage, new water pump, bilge I purchased this boat new in '06. (Hull is 05, motor is 06) It has been used primarily on the Delaware. It will do 25-30 mph with two people and gear in 4"" of water. The mod-V will go as shallow as a tunnel but still give you great steering. This boat runs skinny! It is a river boat though and has the scratches to prove it. I will be happy to take anyone seriously interested for a ride. Although this a fall sale I'm relatively firm on the price. I'm not interested in low offers or trades, unless it's cash plus your tiller steer jet. Jet drive, jet outboard, jet boat, aluminum boat",,5841397852,17,Crestliner,"https://maps.google.com/maps/preview/@41.093600,-75.118700,16z",1756 VCC,"$7,900 ",power, (East Stroudsburg),Aluminum Crestliner jet boat,https://poconos.craigslist.org/boa/5841397852.html,2005
97,good,10/22/16 11:34,Up for sale is my 19 ft 200 striper center  console with 150 black max runs great never let me down with trailers no.electronics ready to fish,385,5840925123,19,Aqua sport,"https://maps.google.com/maps/preview/@40.899900,-75.476000,16z",200 striper,"$3,200 ",power, (Jonas),1988 19 ft aqua sport,https://poconos.craigslist.org/boa/5840925123.html,1988
98,,10/22/16 6:20,"1990 wellcraft bowrider with 130 hp motor runs perfect everything works radio speakers..please call or text. Asking $5,000 Obo. Boat is super clean interior exterior. Ask for mike show contact info comes with trailer",,5817138403,17,,"https://maps.google.com/maps/preview/@41.322800,-74.882400,16z",,"$5,000 ",power,,Wellcraft bowrider,https://poconos.craigslist.org/boa/5817138403.html,
99,,10/21/16 18:48,"Leave your boat or JetSki in the driveway - we'll come to you and shrink wrap it, protecting it against the elements until spring. We can also wrap golf carts, outdoor furniture, snowmobiles, ATVs, anything you need! JetSki Flat rate of $100 Boats 20' = $230 22' = $250 24' = $270 Anything over 24', add $10 per foot. Large extended swim platforms may incur additional fee. If you do not have an existing frame from last year, there is a $15 additional fee for the material. If you provide any Damp-Rid or moisture control products, we will install them at no charge. 7mil plastic, not the thin stuff! Prices include 4 vents for air circulation and perimeter bands to help support snow load. We can also refer you to someone that can put your pontoon (dual or tri-toon) boat in and out of the water. Schedule early, fall is coming and Lake Wallenpaupack is being drawn down right after Labor Day. Call, text (best option) or email with any questions. show contact info",,5839950720,1,,"https://maps.google.com/maps/preview/@41.404500,-75.183000,16z",,,power,,Boat Shrink Wrapping - We Come to You!,https://poconos.craigslist.org/boa/5839950720.html,
