,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
103,excellent,2016-11-21 08:36,"I'm  selling  my beautiful for f150 condition  very good                   tires  brand new Michelin           motor v8                                     4#4.                                        miles170,000.                            fuel ⛽  recommended #93.         automatic transmission 8cylindres                               very  strong 💪                           redy for  used  for snow ⛄       for work 🏢 title clear                only  need  new owner 😊 price $9,200 ready for tease drive  no cash ✋ trades  not  dialer  chip no  need  help  for  selling not 🚬📞 show contact info thanks 👌",8,5879595981,4,g,h,$9200,power,,for  lariat f150 spot,https://washingtondc.craigslist.org/nva/boa/5879595981.html,2016
104,excellent,2016-11-21 08:24,"2002 2855 BAYLINER CIERRA MID CABIN EXPRESS  -- VERY CLEAN / LOW HOURS / AIR / GEN / LIFT KEPT $22,500 - TRULY A BARGAIN FOR SUCH A NICE BOAT - A REAL END OF SEASON STEAL !! BEAUTIFUL BOAT -- TRULY IS EQUIPPED WITH EVERYTHING YOU CAN GET -- SALE BY ORIGINAL OWNERS -- ALWAYS LIFT KEPT IN FRONT OF OWNER'S WATERFRONT  HOME AND HARDLEY USED !! -- BUT ALWAYS MAINTAINED AND CARED FOR -- VERY CLEAN AND TRULY TURNKEY LARGE COCKPIT  -  LOTS OF COMFORTABLE GUEST SEATING -- TABLE BIMINI AND FULL ENCLOSURE FULL HELM -- STANDARD DIGITAL DEPTH FINDER -- RAYTHEON VHF -- COMPASS -- GARMIN 76 GPS -- TRIM TABS -- GUEST 10 AMP CHARGER -- HOT AND COLD PRESSURE WATER -- 6 GALLON WATER HEATER LARGE, OPEN, BRIGHT CABIN -- QUEEN BED FORWARD, DINETTE THAT CONVERTS INTO A BED -- NICE MID CABIN -- FULL GALLEY -- 2 BURNER ALCHOHOL / ELECTRIC STOVE -- 12V REFRIGERATOR -- MICROWAVE -- LOTS OF STORAGE PRIVATE, ENCLOSED HEAD WITH SHOWER 7,000 BTU MARINEAAIRR REVERSE CYCLE AIR CONDITINING AND HEAT MERCRUISER 350 MAG MPI V8 -- LESS THAN 200 HOURS TOTAL !! BRAVO 3 OUTDRIVE -- DUAL PROP -- ALWAYS KEPT OUT OF WATER ON THE LIFT KOHLER 5KW GENERATOR WITH KESS THAN 2 HOURS TOTAL !! ENTIRE BOAT JUST CLEANED, WAXED AND DETAILED. BOTTOM AND OUTDRIVE JUST FRESHLY PAINTED -- BEAUTIFUL !! WHAT MORE COULD YOU WANT IN THIS SIZE, TURNKEY, VERY LIGHTLY USED, FULLY OPTIONED - ORIGINAL OWNER  -- GO ANYWHERE EXPRESS CRUISER PLEASE CALL TONY - FOUR 1 OH -- THREE 5 THREE -- FIFTY FIFTY THANK YOU",,5886098673,30,BAYLINER,2855 CERRA,$22500,power," (COLONIAL BEACH, VIRGINIA)",2002 2855 BAYLINER CIERRA MID CABIN EXPRESS - AIR / GEN - A STEAL !,https://washingtondc.craigslist.org/mld/bod/5886098673.html,2002
105,,2016-11-21 08:24,1997 Maxum Bowrider with trailer for sale.  Title for for boat was signed in wrong place.  Will provide bill of sale. Trailer title was signed in the correct place so no issues with the title for the Trailer. I started to replace the floor in the boat.  Due to the title issue my wife wants the boat gone.  Can include motor with the boat for the right price.  Its a 125hp Force motor.  No issues Have the full interior of the boat.  Needs a decent cleaning. Open to offers or trades.,,5878889341,19,,,$500,power,,1997 Maxum Bowrider,https://washingtondc.craigslist.org/nva/boa/5878889341.html,
106,,2016-11-21 08:24,"Featured Venture Model: 2016, Venture, Mdl., VATB-5225, Aluminum, Tandem Axel, Surge/Disc Brakes on 1 Axle, Alloy Mag Wheels, Bunks, carrys 5225 lbs. of Boat. and up to a 24' Boat. 25' w/ext. Tongue $2599 ....one of our most popular mdl.'s.......all sizes available. Email only, we do not do quotes over the phone. Contact us via email now, to make the next shipment to your area. In your Email include; make, model, year, length, and total weight of boat and we will get back to you in a timely manner with a price and a delivery date. Killer Prices on all size Venture Trailers. Visit us online at emimarine dot com We are located/based in Baltimore Md./Hanover Pa. 17331 However we travel up and down the East Coast, Me. to Fl., to the Great Lakes, New England, Carolinas, SW Florida areas, with deliveries on a regular basis. Average delivery price is $295 !! To learn more about us....visit our website. Also see our adds on ebay, under ebay user name, ""onlinetrailers"" We are an Authorized Dealer/Distributor for Venture Boat Trailers.......All sizes available, for Boats 18' to 38'.....specializing in Trailers for Boats 23'-32'......up to 18,000 lbs.....Single, Tandem & Tri-Axel, ...Trailers for; V-Bttms., Flat Bttms., Skiffs, Pontoons, Tri-Toons, and more do NOT contact me with unsolicited services or offers do NOT contact me with unsolicited services or offers",,5855092162,25,,,$2597,human, (Del. to DC),"BOAT TRAILERS,VENTURE,NEW,Delivered to D.C. and surrounding area's",https://washingtondc.craigslist.org/mld/bod/5855092162.html,
107,fair,2016-11-21 08:06,"good hull engine runs overheats a little  new guages ,  new exhaust manifold, riser,carb plate, riser plate, 2 20 gallon tanks empty and clean , have spare 165 mercruiser block with pistons , trim motor ,distributor   needs good cleaning project boat good trailer  text for pics OBO or trade for a 16 + john boat wide text for pics",,5877221546,20,wellcraft,V20,$1000,power,,1974 wellcraft V20,https://washingtondc.craigslist.org/mld/boa/5877221546.html,1974
108,fair,2016-11-21 07:51,"For Sale, ""Galley Down""  This boat has been good to us.   My husband is not well and its too much for me to take care of.   For sale, at this price before I have it serviced. 318  Chrysler engines, we never used the fly bridge, Our boat is comfortable boat, but no luxuries.   We winterized the boat, fall 2015.  Spring, 2016  we broke the port side sea-cock, never tried to open the other sea-cock.  We expected the boat to start, but did not try to start it (husband is ill).   Wood Boat, Teak deck.    Located across from Point Lookout Marina, (at the mouth of the Potomac River/Smith Creek)  off Wynn Road.   St. Mary's County. Sale will be final.  Thanks",,5864424174,36,Trojan,Sadan,$500,power," (Ridge, MD)",1970 36' Trojan ---  SOLD,https://washingtondc.craigslist.org/mld/boa/5864424174.html,1970
109,excellent,2016-11-21 07:24,"PRICE JUST REDUCED - THIS BOAT IS A STEAL !! OWNERS HAVE MOVED OUT OF STATE AND THIS BOAT MUST BE SOLD IMMEDIATELY ! PRIME SLIP AT THE WORLD CLASS HERRINGTON HARBOR NORTH MARINA HAS BEEN PAID IN ADVANCE TO 4/17 ! - TRULY A BARGAIN ! ' MISS ELLIE' - 1978 32' MARINETTE CABIN CRUISER - BEAUTIFUL - BEAUTIFULLY DECORATED - EXCEPTIONALLY WELL MAINTAINED - MADE BY MARINETTE IN TENNESSEE WITH AIRCRAFT QUALITY ALUMINUM - EXCELLENT PAINT EXCELLENT BOAT FOR BOTH CRUISING AND OR LIVING ABOARD - BEAUTIFULLY DECORATED - ALL AMENITIES AS CLEAN AS IT CAN GET - TWIN 7.9 360 CU CHRYSLERS (FWC) - ONLY 1290 HOURS TWIN - UPPER AND LOWER HELM STATIONS LARGE FLYBRIDGE WITH UPPER HELM AND EXCELLENT GUEST SEATING LARGE AFT DECK - FULL BIMINI COVER WITH FULL SCREEN ENCLOSURES BEAUTIFUL, BRIGHT SALON WITH SETTEE, GUEST SEATING AND FULL LOWER HELM FULLY EQUIPPED, OPEN GALLEY - FULL DINETTE THAT CONVERTS INTO A BED NEW WOOD FLOORS PRIVATE HEAD WITH SHOWER STALL / VANITY - NEW COMPOSTING TOILET SYSTEM - NO HOLDING TANK REQUIRED - NO SMELL - THE BEST YOU CAN GET AND EXPENSIVE - GOOGLE 'NATURES HEAD' AND SEE FOR YOURSELF FULL MASTER CABIN FORWARD WITH QUEEN BED - EXCELLENT STORAGE ROOFTOP AIR CONDITIONING FRESH BOTTOM PAINT AND ZINCS LAST SEASON SHE WILL PASS A STRINGENT SURVEY PLEASE CALL TONY FOUR 1 OH - THREE 5 THREE - FIFTY FIFTY - FOR DETAILS AND AN APPOINTMENT TO SEE THIS FINE MARINETTE THANK YOU",1290,5881898844,32,MARINETTE,CABIN CRUISER,$12500,power, (ANNAPOLIS / DEALE),1978 32' MARINETTE SEDAN CRUISER - BEAUTIFUL - SLIP PAID TO 4/17 !,https://washingtondc.craigslist.org/mld/bod/5881898844.html,1978
110,excellent,2016-11-21 07:23,"PRICE JUST REDUCED - THIS BOAT IS A STEAL ! OWNERS HAVE MOVED OUT OF STATE AND THIS BOAT MUST BE SOLD IMMEDIATELY ! PRIME SLIP AT THE WORLD CLASS HERRINGTON HARBOR NORTH MARINA HAS BEEN PAID IN ADVANCE TO 4/17 ! - TRULY A BARGAIN ! ' MISS ELLIE' - 1978 32' MARINETTE CABIN CRUISER - BEAUTIFUL - BEAUTIFULLY DECORATED - EXCEPTIONALLY WELL MAINTAINED - MADE BY MARINETTE IN TENNESSEE WITH AIRCRAFT QUALITY ALUMINUM - EXCELLENT PAINT EXCELLENT BOAT FOR BOTH CRUISING AND OR LIVING ABOARD - BEAUTIFULLY DECORATED - ALL AMENITIES AS CLEAN AS IT CAN GET - TWIN 7.9 360 CU CHRYSLERS (FWC) - ONLY 1290 HOURS TWIN - UPPER AND LOWER HELM STATIONS LARGE FLYBRIDGE WITH UPPER HELM AND EXCELLENT GUEST SEATING LARGE AFT DECK - FULL BIMINI COVER WITH FULL SCREEN ENCLOSURES BEAUTIFUL, BRIGHT SALON WITH SETTEE, GUEST SEATING AND FULL LOWER HELM FULLY EQUIPPED, OPEN GALLEY - FULL DINETTE THAT CONVERTS INTO A BED NEW WOOD FLOORS PRIVATE HEAD WITH SHOWER STALL / VANITY - NEW COMPOSTING TOILET SYSTEM - NO HOLDING TANK REQUIRED - NO SMELL - THE BEST YOU CAN GET AND EXPENSIVE - GOOGLE 'NATURES HEAD' AND SEE FOR YOURSELF FULL MASTER CABIN FORWARD WITH QUEEN BED - EXCELLENT STORAGE ROOFTOP AIR CONDITIONING FRESH BOTTOM PAINT AND ZINCS LAST SEASON SHE WILL PASS A STRINGENT SURVEY PLEASE CALL TONY FOUR 1 OH - THREE 5 THREE - FIFTY FIFTY - FOR DETAILS AND AN APPOINTMENT TO SEE THIS FINE MARINETTE THANK YOU",1290,5872774340,32,MARINETTE,CABIN CRUISER,$12500,power, (ANNAPOLIS / DEALE),1978 32' MARINETTE SEDAN CRUISER - BEAUTIFUL - SLIP PAID TO 4/17 !,https://washingtondc.craigslist.org/mld/bod/5872774340.html,1978
111,new,2016-11-21 07:23,"MATCHED SET OF BRONZE THREE BLADE PROPELLERS - LIKE NEW SIZE 23 X 22 - 1 3/8"" SHAFT - STANDARD TAPER - BOTH RIGHT AND LEFT HAND NEW - EXPENSIVE - AT LEAST $1,000 EACH !! SELL THE PAIR FOR $700 ! CALL TONY show contact info - BEST WAY TO REACH ME THANK YOU",,5846963475,1,,,$700,power, (ANNAPOLIS),PROPELLER  - BRONZE -  MATCHED SET - CAN REBORE / REPITCH,https://washingtondc.craigslist.org/mld/boa/5846963475.html,
112,,2016-11-21 07:22,"2008 extra HD weld-craft 1652 welded boat with 2002 tracker 40 hp  ELPT motor with electric start / tilt / trim. made by Mercury, and a Long galv trailer live well with aerator , bilge pump ,Lowrance fish finder, new 54 lb front trolling motor titles in hand $4900 cash",,5871146177,16,,,$4900,power, (richmond),2008 weld-craft HD welded boat 1652,https://washingtondc.craigslist.org/mld/boa/5871146177.html,
113,,2016-11-21 07:22,2007 tracker 18 ft grizzly welded boat with 2007 matching trailer 2009 mercury 50 HP motor with less than 50 hours in excellent condition minn-kota 65 lb  24 volt foot control front trolling motor 4 seats & 3 deep cell batteries live well with aerator  gun or rod locker ready for hunting & fishing titles in hand $6900 cash,,5886100007,18,,,$6900,power, (richmond),18 ft grizzly welded boat  REDUCED,https://washingtondc.craigslist.org/mld/boa/5886100007.html,
114,excellent,2016-11-21 07:09,2000 Cougar MTR Catamaran Tunnel Hull Like Eliminator Custom built in Canada.  Total quality boat more quality than Eliminator.  500 EFI Mercruiser factory racing motor with Mercruiser Bravo Racing Drive.  ONLY 328 HOURS!!  Custom steering stabilizers.  All custom gauges and controls.  Custom stereo system.,,5886072015,22,,,$17000,power, (Maryland),2000 Cougar-146,https://washingtondc.craigslist.org/doc/boa/5886072015.html,
115,fair,2016-11-21 06:50,"For Sale - 16 foot maxum - bow rider - 85 HP Force - new prop and impeller.  Rebuilt carbs and oil changed in lower.   New seat covers and rebuilt floor. New Marine Battery -  New tires and wheels on trailer - boat cover and fuel separator. Ready for the water in the spring $1,500.00",,5876650419,17,Maxum,1600,,power,,16 foot Maxum,https://washingtondc.craigslist.org/nva/boa/5876650419.html,1996
116,excellent,2016-11-21 06:46,"2011 Yamaha AR240 High Output with only 32 hrs on Twin 4stroke 1.8 liter Yamaha Marine engines. Features include: Aluminum wakeboard tower, bimini top, mooring cover, No Wake Cruise Assist, depth finder, tilt steering, cockpit stereo with transom controls, flip-up bolster driver's seat",,5886075396,24,,,$24900,power, (Maryland),2011 Yamaha-148,https://washingtondc.craigslist.org/doc/boa/5886075396.html,
117,good,2016-11-21 06:43,"The only reason I am selling this boat is that I bought another one.  Similar models are available in worse condition from a few brokers in the region. I need to sell this ASAP so it is priced to sell. Beneteau Oceanis 350, 1989, 18hp volvo dsl, 4 berths in 2 separate cabins, toilet, gas oven, H& C water, 1 showers, fridge/freezer, GPS Chartplotter, shorepower, wheel steering, c/pit dodger & bimini, TV, Digital Ant, A/C.  She handles unbelievably well, by far she is the fastest Race/Cruiser given her water line on the bay.  The main is new, the 135 is blown, but functional.  She is an eye catcher too. This is the perfect entry boat from day sailor to cruiser.  She has faithfully taken me from Deale to St. Michael's, Va Beach, St Augustine.  There is not a better, ready to sail boat in this price-range and size. CALL NOW ! show contact info",2500,5877195389,32,beneteau,oceanis 350,$30000,sail, (Deale),35' Sail Boat,https://washingtondc.craigslist.org/mld/boa/5877195389.html,1989
118,excellent,2016-11-21 06:22,"Great condition, low hours. with all the bell and whistles, 3.4 Ltr. 190 hp. Mercrusier I/O, 19'-4"" Length,  This boat was equipped with two fold down seats, allowing more seating than the standard captains chair and allows one more place for sleeping if over-nighting,  also has a swing away tongue on trailor to allow it to be stored in shorter space. Life jackets and all other Coast Guard required gear included.  See pictures. Watch review: https://www.youtube.com/watch?v=ugHcA_OU-4k",,5886065541,19,Bayliner,192 Discovery,$18000,power,,2009   192 Bayliner Discovery,https://washingtondc.craigslist.org/nva/boa/5886065541.html,2009
119,good,2016-11-21 05:44,"1980 Kirby 25 Sailboat Bruce Kirby designed sailboat with double spreader masthead modified rig and boom. The Kirby 25 was built by Mirage Yachts and designed by Bruce Kirby. Although it has a small cabin and basic interior accommodations to sleep 4 people, the Kirby 25 has to be considered an out and out high performance racing boat. Twin foil luff with set-up for standard fractional or masthead spinnakers.  PHRF 174 Spin, or 180 Non-Spin.  2 Main Sails (1 North 3DL and 1 Dacron), (1 North #1 and 1 #2 Laminate). 3 Spinnakers (1 masthead and 2 fractional). Wind Fly, Instrumentation and Runnung Lights are in good working order. This turn key boat handles beautifully.  Strong Yamaha 5 HP motor.  The boat is currently located at the Washington Sailing Marina in Alexandria.  Wet slip is available for lease. Type:	 Fin w/spade rudder Rig Type: Masthead Modified Sloop LOA:	 25.17  ft. LWL:	 20.75 ft. Beam:	 8.75 ft. Draft (max.)	 4.17 ft. Displacement:	 3150 lbs. Included are: 5hp Yamaha Outboard 2 winch handles Anchor Life Jackets Instrumentation Knot Meter, Log, Depth Wind Fly Cabin and Running Lights Jib and Spinnaker Sheets Other supplies, tools and equipment. Please make appointment for viewing. Bob",,5886048017,25,Mirage Yachts,Kirby 25,$3900,sail, (Washington Sailing Marina),1980 Kirby 25 Foot - Racing Sailboat,https://washingtondc.craigslist.org/nva/boa/5886048017.html,1980
120,,2016-11-21 05:10,"Very nice 2000 Boston whaler dauntless 16. Only two owner since new, records going back to day one, including original sales receipt and original Boston whaler red pouch. She was custom ordered from Colley Marine at the 2000 Virginia Beach boat show with the maximum rated horsepower 115 Johnson motor, stainless steel Bimini  top, stainless boarding ladder, ski pole, reversible captains seat/leaning post, full comfort package with cushions and galvanize trailer. The 16 foot dauntless is a great riding boat. Asking $9500.",,5883684076,16,Boston Whaler,Dauntless,$9500,power, (Newport News),2000 Boston Whaler Dauntless,https://washingtondc.craigslist.org/nva/boa/5883684076.html,2000
121,excellent,2016-11-21 02:00,You are looking at a 1997 javelin fish and ski with a 150 Evinrude Evinrude trolling motor to's fishfinders live well ski pole and much more the motor just recently had a new lower unit seals put in a new water pump everything works like it should really is   Hey must say awls you have to do is turn the key and go if you need any videos of the motor running contact me at show contact info cannot figure out how to install video on craigslist any other questions feel free to text me thank you for looking,150,5866098341,18,,,$6999,power,,Fish and ski bass boat,https://washingtondc.craigslist.org/mld/boa/5866098341.html,1997
122,,2016-11-20 23:02,"2012 Sea Ray 370 Sundancer 370 loaded with options, large engines, joystick docking, sat Tv, many extras and options Please contact for additional photos and info. Thank you",,5885892548,37,Sea Ray,370 Sundancer,$199000,power,,"2012 Sea Ray 370 Sundancer Very clean, low hours",https://washingtondc.craigslist.org/doc/boa/5885892548.html,
123,good,2016-11-20 22:45,I have one OMC (Outboard Marine Corporation) - Boat gas tank.  Call me at show contact info,,5876556171,2,,,$25,power," (Midland, VA)",OMC Boat Gas Tank,https://washingtondc.craigslist.org/nva/boa/5876556171.html,
124,,2016-11-20 22:43,Tempo Boat gas tank.  6 gallon / 22.7 liters  50:1 This would be great for refurbishing for an older motor boat restoration. Call me at show contact info,,5870865507,111,,,$25,power," (Midland, VA)",Tempo Boat Gas Tank,https://washingtondc.craigslist.org/nva/boa/5870865507.html,
125,,2016-11-20 20:56,"Hi, I am looking to share a boat with someone. If you already have a boat and need to split the cost, I will be more than happy to into it. Also if you are looking to purchase a boat. I can partner up with you as it will be divide the costs. I won't take the boat out much. Hardly once a week in summer. Interested in Power Boats only Please text @ show contact info",10,5874039961,20,,,$1,power, (Annapolis),Looking to Share a boat with someone,https://washingtondc.craigslist.org/mld/boa/5874039961.html,
126,excellent,2016-11-20 20:56,"Hi, I am looking for someone to purchase a used power boat with me. It will divide the maintenance and slip costs. I live around Annapolis.  I won't be taking the boat out for much time. Once in a week Maybe during the summer. Looking for some friendly and trustworthy person. I am not looking to spend much. Something cheap please.",,5864742595,26,,,,power,,Looking to CO-OWN a Boat,https://washingtondc.craigslist.org/doc/boa/5864742595.html,
127,good,2016-11-20 19:58,Great boat fixed keel Good inboard Yammar engine all the equipments $2500 Ready for sail away show contact info Thanks for looking,,5885722647,27,Hunter,Hunter cherubini,$2500,power, (Baltimore MD),27 hunter great shape,https://washingtondc.craigslist.org/mld/boa/5885722647.html,1979
128,excellent,2016-11-20 19:51,1993 Mercury black max 175 motor in excellent running order.  This motor runs strong and has a 20 inch shaft with trim and tilt and has approx. 250 hours.  Not interested in trades.  Contact me by calling or texting ****70three-nine66-nine955 and i can provide photos and video of the motor running. Willing to meet prospective buyer within 3 hour drive of fairfax County.  I WILL NOT DO BUSINESS WITH ANYONE WHO CAN NOT MEET IN PERSON WITH CASH!!,250,5885684569,20,Mercury,black max  175,$3300,power,,bass boats- mercury motor,https://washingtondc.craigslist.org/nva/boa/5885684569.html,1993
129,,2016-11-20 19:34,BEAUTIFUL MAXUM 240 SRC MERC 350 MAG MOTOR 2014 SHORELANDER TRAILER WITH MAG WHEELS THIS IS A VERY LARGE VERY WELL POWERED BOWRIDER SEATING UP TO 12 ONLY FRESH WATER USE MAXUM IS A TOP QUALITY BOAT ON PAR WITH A SEA RAY OR CHAPARRAL BOAT HAS EVERY OPTION THAT WAS AVAILABLE TONS OF STORAGE AND LOUNGING AREAS LARGE BOW AREA WITH FILL IN CUSHIONS WRAP AROUND REAR SEATING WITH FILL IN AREA TO SLEEP OR SUN THIS IS THE PERFECT BOAT FOR ANYTHING YOUR FAMILY WOULD WANT TO DO WATER SKI TUBE WAKEBOARD OR JUST LOUNGE IN THE SUN HUGE SWIM PLATFORM SNAP DOWN CARPET...LIKE NEW BOW FILL IN CUSHIONS ENCLOSED BATHROOM CHANGING AREA WITH PUMP OUT FRESH WATER TANK WITH SINK AND WASH DOWN AREA NICE CD STEREO WITH REMOTE BIMINI TOP CUSTOM MADE SNAP DOWN BOW AND COCKPIT COVERS VERY MODERN DESIGN SEATS ARE IN GOOD CONDITION WITH SOME LIGHT STAINING HULL NOT FADED OR CHALKY DOES HAVE SOME MINOR SCRAPES COMES WITH A NICE 2014 SHORELANDER TRAILER (cost of trailer $3800.00) BOAT HAS ALWAYS BEEN PROFESSIONALLY MAINTAINED AND SERVICED NEW IMPELLER AND FRESH OIL CHANGES THIS BOAT WONT LAST LONG FEEL FREE TO CALL ME show contact info,,5882803310,24,,,$16900,power, (Martinsburg),2006 MAXUM 2400 SRC MERC 350 MAG,https://washingtondc.craigslist.org/mld/boa/5882803310.html,
130,new,2016-11-20 19:14,"Custom Canvas boat cover's / interior and exterior cushion's/ curtain's/ repairs.  Fabric Awning's,Porch enclosure's, custom canvas product's. Check out our face book webpage ... Hampton Canvas Please call or email for free estimate. Diana show contact info",,5879819966,50,Hampton Canvas,Any,,power,,Custom Canvas/ Awning's/Porch Enclosure's,https://washingtondc.craigslist.org/mld/boa/5879819966.html,
131,,2016-11-20 19:08,1997 seadoo with Rotax engine. Trailer included. 1500 or best offer. show contact info,,5885668696,9,seadoo,,$1500,power, (montross),seadoo,https://washingtondc.craigslist.org/nva/boa/5885668696.html,1997
132,good,2016-11-20 19:03,"2006 Sea Hunt 22ft with 150 horsepower Yamaha clean title on the boat, trailer not yet,good condition boat trailer and motor for $15000 obo call or txt Roland show contact info",121,5853309777,22,Sea Hunt,,$15000,power, (Montross Virginia),2006 Sea Hunt,https://washingtondc.craigslist.org/doc/boa/5853309777.html,2006
133,excellent,2016-11-20 18:52,"Coleman Ramexx Journey 15.6, 3 person (715 lbs), 60 and 51 inch oars (Bending Branches) practically new, flotation cushions, Instep canoe cart (wheelbarrow), packing cushions included. All of the equipment is is great shape and ready to use.",,5875890098,15,Coleman,Ramexx Journey,$420,human, (Silver Spring),Canoe,https://washingtondc.craigslist.org/mld/boa/5875890098.html,
134,excellent,2016-11-20 18:48,"POWER CRUISER : 2001 MAXUM 3500 SCR READY TO CRUISE! $48,900.00 JUST REDUCED!!!!!!!!!!!!!! Get Ready For Next Spring NOW!!! This is a well maintained Yacht with plenty of room for the whole family. LOA 35'0"" Swim Platform adds 3 ft. 12'2"" Beam Draft 3'1: Displacement 15,870 Twin 7.4L 310-hp MerCruiser (454cid) Fresh Water Cooled Inboards with Borg-Warner V-Drives at 2.1:1 reductions and Four Blade Nibral Props. Roomy Engine Compartment for easy Maintenance. Functional Trim Tabs smooth out the ride. Two 120 gal Fuel Tanks for long Cruises. Engines rebuilt at under 400 hours. Have 10+ hours run time since rebuild. Just replaced Port Hours Meter Runs very strong will cruise at 30 knots. Newly replaced Anodes. 42 gal Fresh water Holding Tank. 40 gal Septic Tank New Navigation System : Garman with Radar and GPS 7 inch Display. New Transducer for Amazing Sonar Quality Westerbeke 5.0 KW Generator ,Tuned Up with 30 original hours. New Charging System with Remote Control on Consol. New Set of Batteries Newly Installed Fire Suppression System in Engine Compartment. New Cockpit Interior and Snap in Carpet. New Carpet in Salon. Complete Canvas Enclosure (Sunbrella) with New Zippers and Reinforced Stitching. JVC Sound System with Multi CD Changer and Remote on Console. VHF Radio Windless Anchor Magma Grill with Removable Pedistal Remote Controlled Spot Light Extended Built On Swim Platform with Ladder. Bow Sunlounge with New Pads. Galley is fully functional with Dual Voltage Refrigerator/Freezer, 2 Burner Ceran Stove, Microwave and Corian Countertops. 16,000 BTU A/C, Water Pump, Vacuum Flush Toilet and Fully Functional Shower. All Systems work and Work Well. Cabin Is Bright with 6'7"" head room. Roomy V-Birth, with Privacy Curtain. Private Aft Cabin with door has 2 twin beds or can be converted to a Queen Bed. Plenty of Storage. Dinette can be converted to bed. All electricals are in good working order. All Safety Equipment, Bumpers, Lines, Hoses, Electrical Hook Ups and Cleaning and Maintenance Equipment are included with Yacht. This Vessel has Clear Title and is Ready for A New Owner! Please Call For Appointment : Jordon Point Yacht Haven is a PRIVATE MARINA. You MUST Have an APPOINTMENT to Visit this BOAT! DO NOT BOARD VESSEL WITHOUT OWNER! Call or Text Jim: show contact info",390,5885625476,35,MAXUM,3500 SCR,$48900,power, (JORDAN POINT),MAXUM 3500 SCR 2001 POWER CRUISER,https://washingtondc.craigslist.org/nva/boa/5885625476.html,2001
135,excellent,2016-11-20 18:08,"Old Town -Osprey Canoe No longer being made *Only's weighs 57 pounds, with 3 seats Highly rated 9.4/10 http://www.paddling.net/Reviews/showReviews.html?prod=513 Made out of Royalex In Excellent condition! 3 nylon web seats with braced center seat Comfortable molded-in carrying handles Black vinyl gunwales 4-Oar sockets for oarlocks SPECS Material RoyalexÃ‚Â® Length 14' Width 38' Width at 4"" Waterline 36"" Bow Height 19"" Depth 13"" Weight 57 lbs Max Load Range 950-1000 lbs Retail $1,699.99 Firm!  $999.00 Cash/boat only. http://www.oldtowncanoe.com/canoes/recreation/osprey/ Related words: fly fishing, Bass,trout, Mad river, bell,catfish,river,tackle,dagger,kayak,kayaks,ocean,raft, sailboat,exercise,outdoors,ocean,camper, potomac river, bay,",,5869916126,14,Old Town,Osprey 140,$999,human," (Olney, Maryland)",Hard to find- Old Town Canoe/Row boat,https://washingtondc.craigslist.org/mld/boa/5869916126.html,
136,excellent,2016-11-20 17:32,"New bottom paint and stainless steel props installed June 2016! New crystal clear isinglass visors installed April 2016! Serviced on the Occoquan River in Virginia. Original Owner. Everything works. All maintenance records included. Only 260 hours on the 220 hp twin stern drives. Generator (160 hours) provides A/C power while underway. Air Conditioner pumps out crisp, cool air. The galley looks good and comes equipped. It has a solid-surface countertop and recessed stovetop with cover, plus a sink, refrigerator, and microwave. The classic dinette table is solid-wood. The V-berth features a skylight with screen or shade, ventilation, and Captain's closet for extra storage. Sleeps four comfortably (up to six with children). The roomy head has a VacuFlush toilet, pullout sprayer, mirror, and vanity. This boat is a well-maintained classic! Solid handling. Solid performance. Convertible cabin features two dinettes or two berths. Power: - Twin 220 hp MerCruiser 4.3L EFI Alpha V-6 Gasoline Stern Drives (440hp total) - 3.0KW Westerbeke Marine Generator - SmartCraft Instrumentation - Hydraulic Trim Tabs - Power Steering Custom Features: - Updated Stereo with Clarion Amp and JL Audio Subwoofer - Stainless Steel Fender Racks - AGM Batteries - Humminbird 997C Side-Imaging Sonar - 8"" Brilliant Color GPS Chartplotter - White bottom paint with barrier coat protection Standard Features: - Windlass Anchor System with Cockpit and Foot Controls - Cabin A/C, Heater, Dehumidifier with Hidden Vents - VHF Radio - Depth Finder - Spotlight with Cockpit Control - Air/Sea Thermostat - Power Engine Hatch - Cockpit 12-volt DC and 110-volt AC outlets - Enclosed VacuFlush Head with Shower - Two CO2 detectors - Flatscreen TV/DVD Player - Digital Radio Stereo w/6 Speakers, Amp, and Cockpit Remote - 6-Disc CD Changer - Microwave - Dual-Voltage Refrigerator - Electric Burner Stove - 30-Amp 110-Volt Shorepower with Cord - Hot Water Heater Also included: - Navionics HotMaps Platinum Maps with 3D View and Satellite Overlay (SD Card) - Navionics HotMaps Premium USA Lakes (SD Card) - Original sales material and Sea Ray travel bag",260,5862154546,31,Sea Ray,Sundancer 280,$58000,power, (Kent Island),Sea Ray 280 Sundancer 31' Cruiser Boat 2008,https://washingtondc.craigslist.org/nva/boa/5862154546.html,2008
