,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
27,excellent,2016-12-07 08:26,"Price drop from $219,000 Currently cruising between the US  and BVI's ; can be viewed in St Croix USVI. Classic 1985 uniquely designed with an impressive 24' beam. Huge flybridge, cockpit and foredeck for family & friends. New Yanmar engines and gears w/only 400 hours!. Reduced from $295,000 to $219,00 and now just dropped to $189,000 by motivated owner. New bottom paint, zinc's and wetted surface survey (Feb.2016). The survey was conducted visually by sounding--""Hulls are in generally good overall condition""--- (No blisters, de-laminations no issues). Don't let the age fool you. This is a well maintained vintage vessel, far superior to many newer cheaper made vessels that won't hold up like this beauty has over time. This yacht is becoming ""timeless"" and increasingly more sought after for the purist cruiser. Has never been chartered ; properly maintained the value of this boat will not continue to depreciate but will increase. Rock solid and of stout construction , handles heavy sea-ways with ease, safety and comfort. Professionally installed cost of NEW engines is over $90,000. The pilot-house salon (16' x 16') has an incredible 360 degree panoramic view. Teak and holly soles thru-out. Galley is 10' x 5' w/ 14' of counters. Throughout the interior, rich teak wall coverings and joinery are featured (no plastic). The master and guest forward cabins have walk around queen-sized beds (NO CRAWLING AROUND IN A V-BERTH) . Both aft queen cabins are spacious. Sleeps 10. The 13'x 20' solid foredeck (w/ 5 huge lockers) is accessed by 2.5' wide walk-arounds. The 9' x 15' cockpit has 26' of continuous cushioned seating shaded by a hard-top/sundeck. The stern has twin 4'x5' swim platforms. The impressive enclosed flybridge has built in cushioned seating for 10 never leaving the Captain out of all the fun. A few specs: Dual Helms, 24' extra wide beam, 3.5' draft, 2 X 110 HP turbo diesel Yanmar 4JH4-HTE (new in 2012 W/ 400 hrs), 15 KW Westerbeke genset w/ 1950 hrs, 2 Heads, Fuel: 400 GAL. Water 200 GAL. A/C thruout. Economical using only 2.8 gals/hr for both engines @ cruising speed of 9 knots= 1,400 mile range. Call for inventory. Thanks for looking, Captain Norm. show contact info owner. SPECIFICATIONS Yacht Name: L A D Y JASMYN Year Built/Model Yr.: Vintage 1985 L.O.A: 46'00"" Model: LOGICAL 46........ 6' 9"" + headroom thru out and fully air conditioned Builder: C&C LOGICAL USD($) Price: $ 189,000 Location: Currently in St. Croix, USVI 00820 Beam: 24' !!!! Draft Min/Max: 3'6"" Displacement: 26,000 LBS. Engine(s): 2 X 110 HP Yanmar 4JH4-HTE INBOARD (new 2012 w/ 400hrs) Staterooms: 1 MASTER CABIN/ 3 GUEST CABINS Heads: 2 HEADS (area available for 3rd head with plumbing in place) Fuel Capacity 2 X 200 GAL. Fresh Water Cap. 2 X 100 GAL. L.W.L:42' Holding Tank 75 GAL Designer: T. COMPTON SPECIFICATIONS FLY BRIDGE: Helm chair and cover Windshield Upper helm station Compass Engine controls Radar arch New Autopilot control, depth finder, VHF radio, GPS, hailer Bimini top w/ zippered isinglass weather resistant enclosure Seat cushions and carpeting ELECTRONICS and NAVIGATION: Icom 700 SS HF radio with antenna tuner and 23' HF antenna 2 VHF radios with separate antennas Faruno Radar 2 compasses 2 Rudder angle indicators 12 volt cassette stereo with salon speakers Ray marine Depth sounder Garmin GPS Ray Marine 6001 hydraulic autopilot with hand held Remote walk-around unit Raytheon 400 Hailer Brass Clock, Barometer, and Bell MECHANICAL & ELECTRICAL: 2 x 110 HP Yanmar 4JH4-HTE turbo-diesel engines and gears, March 2012 w/approx 400 hours New Yanmar Engine Controls and Instruments at both helm stations 2 newYanmar gears 2 engine starting batteries Flexible engine mounts Racor 500 fuel filters for each propulsion engine with shut-off valves Genset fuel feed valves from Port Fuel tank with Racors Wagner hydraulic steering with two helm stations and dual hydraulic cylinders Provisions for emergency steering using either one of the two hydraulic cylinders Norcold AC/DC Refrigerator/Freezer Built in Ice Box 8 cu ft 22"" x 14 x 1 1/2"" 3 blade bronze prop wheels Seaward Princess Electric Cook Stove with Oven and broiler Microwave Oven U-Line ice maker Two 17 Gallon Hot water heaters Full A/C with 3 Marine Air Conditioning heat pumps (may need Freon) 3000 watt 120 volt inverter with automatic battery charger Westerbeke 15 KW generator set, 1995 w/approx 2000 hrs Gen-set has lead lined sound enclosure 1 Genset starting battery 2 x 8D House Batteries 4 automatic bilge pumps Two Freshwater pumps Two seawater pumps for heat pumps 240 volt shore power isolation transformers Electrical Breaker and meter panels 75 gal Holding tank with full indicator light 2 electric toilets 2 shower drain sump pumps DECK and HULLS: Twenty Beckson opening ports Two Bomar front stateroom overhead hatches Fully rigid foredeck with 5 Lewmar front deck hatches for 5 very large self-draining storage lockers Eight 10"" Mooring cleats SS stanchions and rails with dual lifelines Two freshwater tank deck fills Two Fuel tank deck fills Holding tank sea drain valve and dock pump out fitting SS safety rails either side of main companionway Two bow anchor rollers 50# Danforth anchor, and 20# lunch hook. All with anchor rodes Ideal electric forward and reverse windlass with 135' 3/8 chain w/ remote on deck foot switch Ideal chain locker covers Assorted Dock lines and 8 fenders Coast Guard safety package w/ 20+ life jackets Freshwater wash-down system, 2 Transom swim platform underwater Blue LED lites Ventilation provided by 34 operable hatches and ports OTHER: Assorted Flags Decks protected by double lifelines. Black rubber rub rails surrounds and protects the entire boat Bottom of the hull skegs with cutouts provide protection for the props and skeg hung rudders NEW SS pipe davits on transom for dingy with 6-purchase pulleys Many upgrades too numerous to list Large compliment of spare parts and hardware Hook-ups for washer and dryer Builder's comments: This Cat has dodged the draft. Each of the incredibly buoyant hulls have a mere 3'3"" draft . And that gives you more than speed. It also lets you go into shallow water safely. So it's easy to beach the boat for on shore recreation, painting or repairs. Auxiliary twin diesels give you power plus maneuverability with one engine in each hull, 20 feet apart, you can ""spin on a dime"". This cat also give you more stability- lots more. With twin hulls, rock and roll is gone to stay and heeling is practically non-existent - a mere 19 degrees. All in all, much safer and saner than conventional boats. Smoother cruising ( without bouncing around) brings other benefits in addition to safety When coupled with the Cat's wide, flat working platform it means that fishing, even just walking around, is far less dangerous, strenuous and fatiguing. So at day's end you're not too tired to enjoy a good meal. (Which, by the way, is much easier to prepare, serve, and eat with no rock, roll or heel.) An important feature is that the main salon has 6'9"" head room and throughout the rest of the vessel the head room is 6'6"" Driven by new ( March 2012) twin 110 Horsepower Turbo Diesels ( 400 hours ), will go along at 9- 10 knots... And the twin hulls give you remarkable stability and maneuverability. What's more, this Cat uses less fuel than other power boats their size and larger. Will consume approximately 50% of the fuel of a similar sized monohull yet cruise twice as far. Uses 1.4 gals/ hour for each engine @ cruising speed of 9 knots. That gives a cruising range of 1,400 miles. Of course, for economy or in an emergency the catamaran will run on one engine and still give you total control. This cat has many other advantages over conventional boats but the one most .people appreciate is the incomparable flying bridge. Like every other area on the Cat, the bridge is big-10 feet wide by 12 feet long, with a complement of waterproof molded bench seats with cushions provides additional seating for 10 guests. It gives you the sun, a commanding view of the sea, and the certainty that the captain will be in on all the fun. ◦do NOT contact me with unsolicited services or offers",400,5886093953,46,C & C Logical,24' extra wide beam,$189000,power, (St Croix USVI),46' power catamaran New price drop!,https://virgin.craigslist.org/boa/5886093953.html,1985
28,excellent,2016-12-07 07:40,for sale atoll43 year 1999 polyester monohull specially built for charter in tropiques whith 4 double cabin and a huge cokpit completely cover with a panoramic view 360 engine 63hp 5 cyl nanni diesel 2600 hours,2600,5909022623,43,dufour,atoll43,$90000,sail, (guadeloupe),atoll43,https://virgin.craigslist.org/boa/5909022623.html,1999
29,like new,2016-12-07 02:35,"Less than 1 year old, it works great, we're replacing it with the same model only we needed a 115volt model. This unit is a 230v, 60Hz. Our solar panels can not generate 230v load. This unit new is $1459.00 plus $450. shipping. ISOTHERM  Model # 14995526 | Mfg # 5S21A12A00000 Stainless Steel Clear Ice Maker, AC 230V/60Hz There's no need to head to the marina for ice again! This ice maker is a spray-type model that makes 40 pounds of crystal-clear ice per day. Designed to work in a mobile environment, it produces barrel-shaped clear ice that is a dense, slow-melting ice. The insulated bin holds 9lb. of ice, which is always a loose ice that's easy to scoop out and will never freeze into a lump like conventional, white crescent-shaped ice makers. Because of this, the Clear Ice Maker requires a drain. Garden hose connection and 1/2"" drain hose included. Opens upward. AC (230V/60Hz) Makes 40lb. of clear ice a day--holds 9lb. Draw: 3.5A @ 230V Weight: 62lb. Specs Stainless Steel Clear Ice Maker, AC 230V/60Hz Amperage	1.4 Amps at 230 Volts ISO Approved	CE Capacity	Makes up to 40 Pounds Per 24 Hours Case Material	Stainless Steel Dimensions	14"" Width x 23"" Height x 16"" Depth Door	Front Loading Power Supply	230 Volts AC/60Hz",,5908900019,50,Isotherm,Mfg # 5S21A12A00000,$900,sail, (Saint Thomas),Marine Ice Maker,https://virgin.craigslist.org/boa/5908900019.html,
30,,2016-12-06 21:05,"Are you looking for someone reliable, responsible, and experienced to help take care of your boat?  Over 20 years local experience.  References available on request.  Reply to this ad, or call 340-998-193seven.",,5908652407,30,,,,power,,Boat Caretaker,https://virgin.craigslist.org/boa/5908652407.html,
31,good,2016-12-06 12:26,"37' Islander made in California is for sale at 12,000 firm. It has a mooring ball that I rent for 150 a month in Cruz Bay. This boat is a project boat that I dont have the time to finish. I just completed the inside with new cushions and I am in the process of replacing the head liner with wood. To complete the project, she needs an engine, flooring, painting and finish replacing the port windows. She is a beauty, come visit",0,5907809849,37,Islander,nc,$12000,sail, (st John),37' Islander..1967,https://virgin.craigslist.org/boa/5907809849.html,1967
32,good,2016-12-06 09:06,"Up for sale is my CS 44 from CS Yachts Limited. This yacht features a Kevlar composite hull with balsa core decks. Perfect for day charters or live a board with her 2 cabins and spacious common area.  Yet her racing lines paired with racing equipment will drive you to smoke the competition NO TRADES NO CERTIFIED CHEQUES NO FINANCING The yacht has been rebuilt from the ground up!   I'm now down to the finer details (aesthetics) and UPGRADES! Optional work to be completed: main salon headliner + aft cabin headliner recondition cabin sole throughout auto-pilot install sail pack instrumentation install (wind direction & speed) Radar install dodger frame and canvas bottom paint exterior hull paint & graphics Water maker install Dinghybdavitts install ================================================================= Engine: Rebuild Perkins M-4108 Diesel Engine  (52 hours) - new alternator - new belts - new raw water pump - new starter - new fuel filter - new raccor 500 Fuel/water seperator - new tachometer with hour meter - new ignition, start/stop switch Galley: 4 burner oven + stove 10lbs fiberous propane tank 2 burner Stainless steel BBQ grill (camping style with folding legs) blender, toaster, electric heating element, dishware, flatware, pots, skillets, Ceramic top counters, Stainless Steel back splash, kitchen utensils, BBQ utensils, napkins, paper towels... everything! 3x seperate compartments for refrigeration (ice cubes or ice blocks) Live aboard: beach towels, large towels, face cloths, dish cloths, bed linen, pillows, upholstery cover ups Aft Cabin has a double & 1/4 birth bed, sink, manual pump out head, bath tub with standup shower Fwd V-birth has double bed, sink, electric head, standup shower Security equipment life jackets  lots! Flares Smoke Grenade Whistle Throwing floatation MOB Sling + floatation Air horn All equipment USCG certified Navigation / Electronics: Standard horizon gx2150 VHF + AIS Generic VHF (spare) Lorance Mark 4 hdi with chart plotter/ fish finder / depth / GPS USB High Power GPS puck for computer Dinghy: 11FT AB Dinghy 25hp johnson 2 stroke (2004) 6hp Mercury outboard (1998) 12lbs fluke anchor 5lbs stern umbrella anchore 6gal Fuel tank bailing manual cylinder pump Standing rigging new Hood Systems SeaFurl 5 325  roller furling (2015) new halyards throughout new SS shrouds, turnbuckles, northmans fitting new babystay, forestay, backstay chain plates in excellent condition new sheet lines (2015) new blocks & tackle (2015) rebuilt hydraulic boom bang bosum chair harness Anchoring: Neilsson 3000 Electric Windlass main anchor 45lbs CQR anchor with 235ft of chain 50lbs fluke style anchor with rope rode 44 lbs fluke galvanized with bent shank (spare) Electrical: Entec West 4.2kw Diesel GenSet 5000W Powerjack inverter/ 80amp Charger 6x 6v 235AH golf cart batteries 12v  500CCA starting battery Morningstar MPPT 60 Solar Controller. Generic Solar controller (windlass battery bank) 600w of solar panels Cruise Air 15,000BTU Air Conditioning (110v) Kool Front Ice cube maker (110v) Magic Chef 4.4cu fridge with small freezer bay 12Gal hot water tank (110v) AM/FM/CD/MP3 audio 1000 Watt Sub-woofer 2000 Watt monoblock amplifier 2x 12 colour remote LED light strip 10x LED ceiling lights 6x halogen ceiling lights 30 amp 3 bank shore power charger digital volt/amp gauges digital fuel & water gauges rebuilt electrical panel Sails: light air spiniker sail + sail bag 8oz dacron main sail + sail bag Kevlar Genoa + sail bag (needs to be patched) Small bimini top Other: Various fenders Extra lines 50ft 35amp shore power cable 2500GPH automatic bilge pump 1000 GPH aft tub grey water bilge pump Heavyduty dinghy davits (not installed) 30gph water maker (various parts not installed) Dimensions: Loa 44.2 ft Beam:  13.5 ft draft 8ft-2"" Asking $75,00 USD OBO",40,5879224092,44,Canadian Sailcraft,CS44,$65000,sail, (St. Thomas),CS 44 Racing/Cruiser  Kevlar Hull,https://virgin.craigslist.org/boa/5879224092.html,1985
33,,2016-12-06 07:57,"looking for a mooring 40' in great cruz bay, as close to the westin as possible. thanks",,5904662977,1,,,,sail,,mooring WANTED Great Cruz Bay STJ,https://virgin.craigslist.org/boa/5904662977.html,
34,,2016-12-06 06:43,"Buying a boat? Insuring a boat? Purchasing a boat is a very important decision. With all the changing regulations in building, environmental and Coast Guard standards, it is hard for an individual to keep up on them. Most qualified surveyors are required to keep up with those changes. Make sure you hire a knowledgeable surveyor who can write the survey you need. I offer competitive rates and a high work ethic. Contact me for your next Pre-Purchase or Insurance survey. I offer Captain and Consulting services also.",,5867577631,1,,,,human,,Marine Surveyor,https://virgin.craigslist.org/boa/5867577631.html,
35,new,2016-12-05 13:30,"1974 Westsail 32 Solid boat, rebuilt perkins 4-108, rigging good ,main and jib , ,needs paint and work, call  for details. Comes with a mooring in salt river show contact info",,5894628101,32,westsail,32,$7500,sail, (st Croix),westsail 32 sailboat,https://virgin.craigslist.org/boa/5894628101.html,1974
36,,2016-12-05 13:26,"18 ' dory can be sail , motor or rowed , excellent vessel just refurbished ,  classic design , built in cooler hull completely gone over ,mast step rebuilt, ,centerboard removed pin checked ,new shims and installed   ,new wood where needed ,new wood rail ,mahogany , new bow eye and  front insert for clete, new grudgon and pintel,new stainless screws and bolts ,everywhere, polyurethane topsides paint, easypoxy interior, Americoat 3 bottom paint,all wood coated in cetol,call for info, 340 277 991",,5894644006,18,,,,power,,18 ' dory,https://virgin.craigslist.org/boa/5894644006.html,
37,new,2016-12-05 09:36,7 ft tender   with oars for sale can hold a small outboard can come painted or not  price negotiable  made from marine ply  fiberglass cloth and epoxy  . can deliver on island,,5906056682,7,phil,,$800,human, (st.thomas),7 ft tender,https://virgin.craigslist.org/boa/5906056682.html,2016
38,good,2016-12-04 20:52,"5 HP MARINER OUTBOARD OIN GOOD CONDITION FOR SALE.COMES WITH IT OWN AND AN EXTERNAL TANK.HAD LITTLE USE,MOSTLY IN STORAGE.",50,5876846558,5,MARINER,,$550,power, (BVI),5 HP MARINER OUTBOARD FOR SALE,https://virgin.craigslist.org/boa/5876846558.html,
39,,2016-12-04 15:34,"May extras, Has main Sail, on Mooring In Coral Bay Must sell.",,5905204380,25,hunter,,$4200,sail, (Coral Bay),1982 Hunter Boxtop Sailboat,https://virgin.craigslist.org/boa/5905204380.html,1982
40,salvage,2016-12-04 12:49,This has been in the yard it is gutted tottom needs to be finished,1000,5904935131,42,Bristal,trawler,$6000,power, (cash),1970 Bristal Trawler,https://virgin.craigslist.org/boa/5904935131.html,1970
41,excellent,2016-12-04 08:30,"Now Renting a 15ft. Edgewater Runabout.   $200.00 per day.  40 HP Yamaha 4 Stroke. Has Bimini Top. Seating for 6 .  Fore and Aft anchors for beach excursion. Rear Ladder for easy access.  30 Qt. Cooler 12 gal Fuel capacity.    Fenders for Docking.   I will launch you and pick you up .   Krum Bay, Frenchtown, Vessup Beach, and Hull Bay. Safe , Reliable, and fun to ride to wherever you like.   I can also ferry you to Hassle Island or Water Island .   Responsible and fun applicants need apply.    Refundable Paypal Deposit of $350.00 required to hold the date and time you need.  Rent for more than a day?  10% off your second day.. Get off the beaten track and make your own waves. Book in advance to ensure your date and my availability. ASK ABOUT VEHICLE RENTAL TOO!",,5904700572,15,Edgewater,,$200,power, (STT/STJ),15ft. Boat Rental  40 HP 4 Stroke.,https://virgin.craigslist.org/boa/5904700572.html,2003
42,excellent,2016-12-03 20:35,"We are selling our 3 person resort submarine well below cost.  If you were to buy one of these submarines today it would be in the range of 65,000 to 75,000 for the submarine itself, and this one comes with custom trailer, scuba tanks, regs, dive computer, fish finder, etc.  This is a must see...You won't find this kind of deal again. At 7 mph underwater this baby was made for treasure hunting. We want to sell this submarine to someone who will put it to good use.  The submarine is located in Rapid City, SD.  Please no emails, if interested call Jim @ six 0 five - five seven 4 - nine 4 seven 1",,5904330772,12,Homemade,,$40000,power," (Rapid City, SD)",3 Person Submarine,https://virgin.craigslist.org/boa/5904330772.html,2000
43,,2016-12-03 10:24,Sail boat on st Thomas.,,5903433250,1,,,$1500,sail,,Small sail boat. 1500,https://virgin.craigslist.org/boa/5903433250.html,
44,new,2016-12-02 13:56,Brand New Yamaha 6 HP  4 stroke  never used !  NEVER EVEN BEEN IN THE WATER !!! Purchased New in STT  $2200.00 $500.00  DISCOUNT ! Save 25%  !,0000,5882833632,10,Yamaa,,$1700,power, (STJ),Yamaha 6 HP 4 stroke    Save 25%  !!              NEW  NEVER USED,https://virgin.craigslist.org/boa/5882833632.html,
45,,2016-12-02 12:44,"Rainbow 24' daysailer, Olin Stevens  of Sparkman Stevens design ,Great little seaworthy boat  Brand new sails still in bag. new keel plate ,stainless, trailer included. ready for bottom paint",,5902196622,24,,,$6000,sail, (st croix),sailboat 24' rainbow,https://virgin.craigslist.org/boa/5902196622.html,
46,good,2016-12-01 21:00,1983 Hunter sailboat great live aboard has yanmar 3gm new batteries solar panels needs sails on a mooring off honeymoon beach water island,,5892817157,34,,,$6000,sail, (St thomas),1983 Hunter sailboat,https://virgin.craigslist.org/boa/5892817157.html,
47,good,2016-12-01 17:50,"GULFSTAR 36.  Sloop rig.   St Thomas, U.S. Virgin Islands.  Well maintained, spacious and comfortable.  Ready to go.  Sleeps 6.  All fiberglass with a Ford-Lehman 80 HP Diesel.  100 Gallons Water, 100 Gallons Fuel.  12' Beam, 3.5' Draft.  Large center cockpit.  1971.  Ideal safe and dependable Caribbean cruiser or live aboard.  Fully found and extensively equipped.  Pages of extras; instruments, appliances, fishing/diving gear, mechanical spares, sails, generator, tools and many other items.  Will send list. Fresh bottom paint May, 16.  Abundant storage.  Includes a prime dock slip and 10' Caribe Dingy with 5HP Merc.  $35,000   A vehicle is also available.",800,5901254562,36,Gulfstar,,$35000,sail, (IBY St Thomass),Gulfstar 36 M/S Sloop,https://virgin.craigslist.org/boa/5901254562.html,1971
48,excellent,2016-12-01 14:33,"2013. 4.8m/15ft Piranha Rib for Sale. 2015. Yamaha 70hp Hull Weight: 216kg. Under 300kg with outboard. 6 gallon removable fuel tank. Anchor Nav lights port/starboard. Underwater lights, blue. Good seating arrangement. Planes with 10 passengers. Engine fully serviced July 2016 All new steering and wheel. Ladder not included $15,000.00. Available.",400,5900879477,15,Piranha,4.8,$15000,power, (St Thomas),"15 ft Tender, 70hp Yamaha",https://virgin.craigslist.org/boa/5900879477.html,2013
49,excellent,2016-12-01 10:26,Very secure private slip near Fish Hawk Marina. Can accommodate a 26' beam. Easy in/out. Water & elec. available at a small extra fee.,,5876228472,45,,,$900,human, (Benner Bay),catamaran sized slip for rent,https://virgin.craigslist.org/boa/5876228472.html,
50,fair,2016-12-01 08:38,"I am looking for an inexpensive small sailboat that is structurally sound.  I would like it to be in sailing condition, or can be brought into sailing condition fairly easily.  I am willing to work on the interior, electrical systems and cosmetic issues. Please let me know what work needs to be done or what is in working order. Thank you.",,5900441844,30,,,,sail,,WANTED: Inexpensive Sailboat,https://virgin.craigslist.org/boa/5900441844.html,
51,fair,2016-11-30 09:24,"Twin 250 hp Johnson Ocean Pro 2cycle engines 2003 Standard Horizon model Eclipse DCS marine radio Garmin GPSMAP2006  fishfinder gps Sturdy Built by Loadmaster 3 axle trailer with new Equalizer Rubber Tortion axles Center console boat vin number MXJ32001L484 Appraised in 2007 at $90,000 Asking $39,000",,5898903121,34,Midnight Express,MXJ32001L484,$39000,power, (C'sted),34'Midnight Express,https://virgin.craigslist.org/boa/5898903121.html,1988
52,excellent,2016-11-30 09:03,"For Sale: 2002 Mako 17Ft CC with 115HP Mercury Four Stroke only 480hrs. The boat is in really good conditions, it comes with new Garmin GPS/Depth Finder combo, VHF,  Music Radio + 4 speakers. Trailer continental with new tires. Price with trailer: $14,800 Price without trailer: $13,600 For more information please contact me thru Phone or Text Message at show contact info or show contact info or via email",480,5898855104,17,Mako,Center Console,$14800,power, (Puerto Rico),2002 Mako 17 Center Console,https://virgin.craigslist.org/boa/5898855104.html,2002
53,excellent,2016-11-30 06:32,"Great little reliable runabout. New- micron 66 bottom paint Awl girl hull paint Deck paint Todd center console Teleflex complete steering system Teleflex shift cables Igloo ice chest Also- recor fuel / water separator Teleflex tach Binical control 6 gal. Fuel tank Bruce anchor with 10 ft of chain and 100 ft of New England braid Stainless steel bow sprit with anchor roller Rule computerized bilge pump Yamaha 40 hp TLRB 3cyl with trim and tilt New carb set with electronic enrichment valve 125 lbs comp per cyl even Oil injected Synthetic lower unit oil Motor runs perfect. With current prop, max rpm is 5k at 26mph. Cruise on a flat day is 4200 at 23 mph. That being said, unless it's flat, it's an inshore boat. I've also added spray rails which make a big difference. In addition, there is a folding Bimini top. The boat can be seen at sapphire beach marina resort, slip N16. Feel free to go out and take a look. Any further questions, just text.",,5898813209,14,Home made,,$4500,power, (Sapphire marina),14 v-hull island fishing runabout,https://virgin.craigslist.org/boa/5898813209.html,
54,good,2016-11-30 05:44,Great walkaround/cabin Large 8'6 wide  rear deck Lots of storage Windlass anchor system New bottom paint Need to power Continental dual axle trailer Serious inquires only,,5898800047,29,sea ox 250C,blue water pro,$8500,power, (St croix),25' blue water pro walk around,https://virgin.craigslist.org/boa/5898800047.html,
55,,2016-11-29 21:41,1983 Bombay explore fixed keel auto pilot new solar pannels all led lights two state  rooms two bathrooms Perkins 4108 runs great sail in good shape holds 200 gallons of water 90 gal fuel this is one of the fastest sail boats in the Vi,,5898474900,44,,,$20000,sail, (Water island),44 foot Bombay explorer,https://virgin.craigslist.org/boa/5898474900.html,
56,good,2016-11-29 16:38,new bottom paint,7,5898059218,12,hobie skiff,dinghy,$1500,human, (red hook),16 foot HOBIE SKIFF,https://virgin.craigslist.org/boa/5898059218.html,
57,excellent,2016-11-29 14:28,"Bravissimo (J24) for sale Great day sailor/speedy racer. Well looked after and plenty of recent updates. The 2016/2017 sailing race calendar has just got underway and Bravissimo would be a great way to get involved with minimal outlay. Asking price including 5hp outboard (selling together) is $6,000 obo. A listing of everything included is below and there are plenty more photos on the WEYC facebook page. Please PM me if you'd like to view or have any questions. Boat - 1986 J24 - All set up and ready to race (incl spinnaker pole, blocks and sheets) Sails - 3x good condition main sails - 1x good condition jib - 1x good condition spinnaker - 5x other sails in various conditions from fair to okay (practice sails) Outboard engine - 5hp 2 stroke Tohatsu (long shaft 20"") (2014) - External fuel tank (5 gallons) (2014) Electronics - 1x handheld VHF radio - Handheld GPS (Garmin72) (2014) - Portable splash proof bluetooth speaker (2015) Tender - 2/3 person inflatable dinghy with oars and pump (Solstice) (2016) Other - Life jackets - Spare tiller - Berth cushions (3/4 and v-berths) - Manual bilge pump - Various spare cleats, shackles, blocks, etc. - Various cleaning products and brush - 3x anchors (various sizes and condition) - Dock lines and fenders - 2x coolers (large and small) - 2016 CSA rating Recent updates - New halyards (main, jib and spin) (2016) - New port lifeline (2016) - New port inner shroud and starboard outer shroud (2016) - New life line cushions (not yet attached) (2016) - Toe rails varnished (2016) - Bottom paint (Seahawk Hard) (2016)",,5897747214,24,J Boats,J24,$6000,sail," (Tortola, BVI)",J24 for sale,https://virgin.craigslist.org/boa/5897747214.html,1986
58,good,2016-11-29 13:03,$4000 obo: 13 foot Boston whaler with 2 stroke 25 hp yamaha enduro includes trailer and everything in pictures. Great for fishing and capable of going to buck island and back.  Gas tank 6 gallon,,5897640426,13,Yamaha Enduro,,$4000,power, (St Croix),13 ft Boson Whaler,https://virgin.craigslist.org/boa/5897640426.html,
59,good,2016-11-29 07:31,"Liveaboard available on the dock in St Thomas.  Interior and hull in great shape, engine needs minor work - fuel lines need to be bled and the heat exchanger needs to be replaced.  We have the part, just not the time to put it on. Email for pictures and details - owner financing available with a substantial deposit.",,5897222532,37,,,$18000,sail, (St Thomas),"Price Reduced! Liveaboard - good shape, engine needs minimal work",https://virgin.craigslist.org/boa/5897222532.html,
60,,2016-11-28 18:17,"Established Luxury Day Charter Boat Business for Sale Includes One vessels - 2001 Sea Ray 460 with completely rebuilt twin Cummins engines Established - Facebook, Twitter, Email, Client lists, Website, Advertising Program Based in St Thomas Very High-End Boat with Established reputation Non-Disclosure required for further information Owner will consider Partial Financing for an owner / operator (include resume in response)",10,5896590710,51,Sea Ray,460,$200000,power, (st thomas),Established Luxury Day Charter Boat & Business for Sale,https://virgin.craigslist.org/boa/5896590710.html,2001
